item_id,user_id,parent_item_id,parent_user_id,post_type,content,lang,created_at,retweet_count,reply_count,like_count,quote_count,bookmark_count,impression_count,favorite_count,community
tw1888224794321055766,tw1761813048140947456,tw1885312337965433080,tw2852652593,retweet,"Liberal judges strike again as 2 new oil fields are blocked. This is insanity. The UK will lose jobs,lose tax income,energy prices will rise &amp; we will be dependent on imports. It is almost like the left are trying to destroy the UK economy rt@davidjobrexit https://t.co/ja9KIVhUcO",en,2025-02-08T13:54:07+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,C6
tw1888208324706926662,tw96535216,tw1887741910669775334,tw1576655235996868609,retweet,"@AbdullahiH13932 @IU_Wakilii Ask yourself, do you think Oyinbo appointed him as Shell MD because he is Yoruba or because he is competent ?",en,2025-02-08T12:48:40+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,C7
tw1888204434422862216,tw1641861762432618497,tw1887992959783891097,tw1470492384274309137,retweet,"I saw an old lady stealing two eggs from the grocery store today.

I was shell shocked.😳",en,2025-02-08T12:33:12+00:00,9.0,0.0,0.0,0.0,0.0,0.0,0.0,C1
tw1888199791156359562,tw1667910547436650498,tw1888039280024383774,tw1772901257369313280,retweet,@AutismCapital @AntonioGracias The question is how much of the money that was sent out has come back to line the pockets and enrich those who have been in control with absolutely no oversight from anyone?!?  Are all the recipients legitimate or phony shell companies?!?,en,2025-02-08T12:14:45+00:00,13.0,0.0,0.0,0.0,0.0,0.0,0.0,C6
tw1888192746176864526,tw1332408815950712836,tw1881581139716112556,tw463142998,retweet,"⚡️🇵🇸🇮🇱BREAKING: Ceasefire violation

A fisherman was seriously injured after a shell was fired by the Israeli occupation forces at fishing boats in the sea of ​​Al-Shati refugee camp, west of Gaza. https://t.co/lrNyudPM9J https://t.co/1A4xlN5EtL",en,2025-02-08T11:46:46+00:00,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,C12
tw1888191743235105154,tw2885579542,tw1888060028655173655,tw1498753318574858246,retweet,"In April 2002, Muhammad Barash was brutally targeted with an ""Energa"" shell. He lost his left leg, his right eye went completely blind, his left eye was severely damaged, and his body was riddled with shrapnel. https://t.co/zoCIQhRx7W",en,2025-02-08T11:42:47+00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,C12
tw1888190826951721327,tw2406595300,tw1888177300627165210,tw120750710,retweet,"“How many multibillion-dollar projects must go bust before a Governor comes to his senses? The answer is blowing in the wind, but New Jersey’s Phil Murphy doesn’t seem to be listening.” https://t.co/qJJt5tSlL3",en,2025-02-08T11:39:08+00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,C2
tw1888187131870245325,tw1576945657839226880,,,post,"All the records in USAID are evidence of their treason, propaganda, funds misappropriation, corruption, bribes, shell companies, money laundering.",en,2025-02-08T11:24:27+00:00,0.0,0.0,0.0,0.0,0.0,16.0,0.0,C3
tw1888159192000708952,tw1394044387,tw1888157216655482976,tw1493339957964029959,retweet,"@Miss_Snuffy @michael_merrick BP has a different perspective.. It's called Marxist ideology.

KB has the perspective thats referred to as 'reality'

BP's actions won't help children but will achieve her ideological goals of making children's educations equally bad.",en,2025-02-08T09:33:26+00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,C6
tw1888157887111057624,tw221838215,tw1887925751242240058,tw1424639970,retweet,"A Russian shell tore through a home in my home region, #Kherson. Windows shattered, walls crumbled, and the interior was left in ruins. 💔💔
The owner, luckily, wasn’t home. A neighboring shed caught fire, but rescuers managed to put it out — though the damage is severe. Another… https://t.co/3rOnTaRWSd https://t.co/rO02z0jqxp",en,2025-02-08T09:28:15+00:00,19.0,0.0,0.0,0.0,0.0,0.0,0.0,C5
tw1888150564153745649,tw743152110301253632,tw1884967672711934222,tw1455903807389458436,retweet,"Royal Mail - Not Royal
National Grid - Not National
British Gas - Not British
British Petroleum (BP) - Not British
Public Transport - Not Public

All brought to you by the evil of Privatisation.",en,2025-02-08T08:59:09+00:00,2530.0,0.0,0.0,0.0,0.0,0.0,0.0,C10
tw1888129107927695457,tw796784197507518464,,,post,"So how did Dems AOC, Omar, Talib, Waters, and others who were dead broke before they were elected, become worth $millions each within a short time after they were elected?  DOJ must investigate how Dems getting rich off their office. How many shell companies do Dems have?",en,2025-02-08T07:33:53+00:00,1.0,0.0,3.0,0.0,0.0,16.0,3.0,C2
tw1888119524487999665,tw2823122808,tw1887436583286018152,tw2770934886,retweet,"BREAKING: we're outside Shell's HQ with Just Treatment to call out Big Oil's fueling of the youth mental health crisis.

As floods roll in and wildfires rise fossil fuel corporations are burning young people's futures into ash. 

Big Oil is making us sick.

#MadYouthOrganise https://t.co/A9Vhh8j7vf",en,2025-02-08T06:55:48+00:00,79.0,0.0,0.0,0.0,0.0,0.0,0.0,C10
tw1888109373999714726,tw1588800969348898816,tw1887812366475092404,tw700616508578222080,retweet,"My neighbor in my estate wants to sell his property so I’m helping him to post. 

Location is zone A Apo resettlement area in Abuja. Shares a fence with Guzape. 

This is a prime triplex at shell level. Windows already installed.

It has 

3 sitting rooms
4 bedrooms
A big kitchen… https://t.co/C3hwNq1Are https://t.co/MkOUiEghtv",en,2025-02-08T06:15:28+00:00,41.0,0.0,0.0,0.0,0.0,0.0,0.0,C7
tw1887812366475092404,tw700616508578222080,,,post,"My neighbor in my estate wants to sell his property so I’m helping him to post. 

Location is zone A Apo resettlement area in Abuja. Shares a fence with Guzape. 

This is a prime triplex at shell level. Windows already installed.

It has 

3 sitting rooms
4 bedrooms
A big kitchen
2 in-house offices
2 Beautiful verandah view
Ample parking lot
Very accessible
Massive compound 
Personal transformer
Play area for children 

It is selling for 120m naira (negotiable) 

Broker fee of 5% applies. 

You can call me for inspection as na my neighbor - 07067667536

Thank you.",en,2025-02-07T10:35:16+00:00,41.0,6.0,51.0,2.0,4.0,9928.0,51.0,C7
tw1888102891551891499,tw1497881535365763076,,,post,"He who as a big pod of shell , will never make aloud of its own cause . Right from the top , partnering is a notch . Cats do not live for long . 
    Titus Matheus. 
   —The Candles of War🕯️",en,2025-02-08T05:49:43+00:00,0.0,0.0,0.0,0.0,0.0,55.0,0.0,C2
tw1888081991435715046,tw1420539655964012546,tw1887874175164907879,tw701593341767639040,retweet,"@nkulw Unfortunately it seems really clear that Trump 2.0 is a senile shell being puppeted around by people like Musk and Stephen Miller, I'm almost positive he cut a deal to be their figurehead in exchange for being kept out of prison",en,2025-02-08T04:26:40+00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,C5
tw1888077250794311876,tw1874585611589529600,tw1876140737382986074,tw1874585611589529600,retweet,"https://t.co/acPtdETZWB

This is what of the things I got on tape. One phones or sensor triggering another phone to present a fake virus alert tied to a shell server on Chinese soil",en,2025-02-08T04:07:50+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C2
tw1888069446008238363,tw2641937878,tw1888012356493463823,tw3301321379,retweet,"Mobilization Volunteer Summary, Feb. 4-6:
https://t.co/TQxultKxmK
In Dzerzhinsk, Nizhny Novgorod region, a war participant stabbed a man to death at a bus stop; employees of major Russian state-owned and private companies are no longer exempt from mobilization; shell strike on… https://t.co/POfaqcCX49 https://t.co/i7mre6qTyT",en,2025-02-08T03:36:49+00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,C5
tw1887632112200622570,tw1791415156393533441,,,post,"Great Shawn Ryan podcast w/ Lindy Li dropping the tea on all the celebrities that were paid by the Kamala Harris campaign for their endorsements!!

Pennsylvania Democrat Party - $25M 

Oprah - $2M 

Al Sharpton - $500k as an MSNBC anchor! 

 Cardi B - 95K  

Roland Martin - 350k 

Beyoncé- tens of thousands of dollars 

Christina Aguilera - Paid 

Katy Perry - paid

You can’t trust any of these people!!!",en,2025-02-06T22:39:00+00:00,343.0,40.0,735.0,15.0,74.0,41314.0,735.0,C3
tw1888053578222149859,tw1676745704327327744,tw1887932804065021997,tw1489504243832795137,retweet,"Una go just dey break person heart 
Una no know who get BP o😭
Una no know who get ulcer 😭",en,2025-02-08T02:33:46+00:00,9.0,0.0,0.0,0.0,0.0,0.0,0.0,C7
tw1888026329011867677,tw17600053,,,post,So…DOGE is siphoning off Americas money and data to a shell company offshore owned by trumps and musk???,en,2025-02-08T00:45:29+00:00,0.0,0.0,1.0,0.0,0.0,4.0,1.0,C1
tw1888021395415998688,tw1518780625808990209,tw1888020008892252425,tw1393763420231675905,retweet,"2023 median home price in Martha’s Vineyard is $1,550,000 (when VA Senator @MarkWarner owns a 6 bed, $8.9 million mansion)

So why do US taxpayers need to shell out a @HHSGov grant of $1,070,000 for hospital equipment…

on a vacation island full of millionaires and billionaires? https://t.co/30QZ07GEV8",en,2025-02-08T00:25:53+00:00,7.0,0.0,0.0,0.0,0.0,0.0,0.0,C2
tw1888008737677267092,tw1394637195533856770,,,post,Feel free to rant! https://t.co/fYWMl9l4On,en,2025-02-07T23:35:35+00:00,6.0,51.0,125.0,0.0,2.0,9321.0,125.0,C10
tw1888016719865671808,tw132198476,tw1887821687158100119,tw277778963,retweet,"Israel bombs southern Lebanon, while Jolani regime thugs shell the north. 

Syria's new government is a Zionist puppet.",en,2025-02-08T00:07:18+00:00,9.0,0.0,0.0,0.0,0.0,0.0,0.0,C3
tw1887989489995497679,tw1461786336847929347,tw1887933637850526182,tw1731494121263501312,retweet,"@mcsquared34 NPR gets about 17% of its budget for the government. When you start playing the NGO shell game, the numbers goes way up.  Space X provides services to the US government at prices and reliability’s that no other company can compete with. In a nutshell, the USA needs space x, it… https://t.co/W1Z5U1cPLT",en,2025-02-07T22:19:06+00:00,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C12
tw1887967829137441009,tw18686907,,,post,Resigning early for racist tweets may turn out to be a much happier personal ending than going to prison later for violating dozens of federal statutes.,en,2025-02-07T20:53:01+00:00,773.0,379.0,4984.0,31.0,78.0,133227.0,4984.0,C5
tw1887969904193847542,tw2492050896,tw1887927344318583137,tw205369402,retweet,"@PierreKory Worked  in hospitals 42 years (1978-2020). I remember when they arbitrarily changed normal BP from 140/90 to 120/80, effectively making everyone over 35 ""pre-hypertensive"". Whenever you hear pre-anything, be aware of an incoming pharma scam. Lifestyle, dietary, mental changes 1/",en,2025-02-07T21:01:16+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,C2
tw1887968594090189104,tw1265270613222076419,tw1879909726307422643,tw837611793430237185,retweet,"BP TO CUT 4,700 JOBS

BP will reduce its global workforce by over 5% as part of CEO Murray Auchincloss' cost-cutting efforts aimed at restoring investor confidence. This includes cutting 4,700 jobs and 3,000 contractor positions. 

BP plans to shift some roles from the UK and US… https://t.co/b6NomlLYmp https://t.co/Vtq19shNjs",en,2025-02-07T20:56:04+00:00,140.0,0.0,0.0,0.0,0.0,0.0,0.0,C3
tw1887967906316816423,tw1430173368519733265,tw1887965661172814266,tw816032063384158209,retweet,"Attacked by drones, injured by shell fragments, infected with rabies...
architect-turned-animal catcher, Krystina, features in our documentary ""War Tails."" https://t.co/QJIT8odTxU https://t.co/jHtLY97A3Y",en,2025-02-07T20:53:20+00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,C3
tw1887965024506818620,tw869268818266386432,tw1887381624301801646,tw864871637598052352,retweet,"Just remember, if you shell out $10k plus, you too can get high quality reporting delivered straight to your door, without a disclaimer that it was all instigated by a poofy haired limey paid by fusion gps/ DNC/ Hillary.

https://t.co/ngacY0efSr",en,2025-02-07T20:41:53+00:00,19.0,0.0,0.0,0.0,0.0,0.0,0.0,C2
tw1887942919883014553,tw816032063384158209,,,post,"A documentary film following a team of veterinarians and animal rescuers helping people help their pets on the frontlines.
🎬
Featured at the 🇺🇸 Santa Fe Film Festival Feb 19-23. https://t.co/cU43ON2wKB",en,2025-02-07T19:14:03+00:00,4.0,1.0,7.0,1.0,1.0,165.0,7.0,C3
tw1887956750734610864,tw16106484,tw1887584097997857227,tw1653908730327474177,retweet,"@GBNT1952 Something I've seen brought up a lot, and still deserves attention, is what the crime scene photos don't show. The piles and piles of shell casings that should have been inside that room, or scattered about underneath the window he was allegedly firing from. Where's the brass?",en,2025-02-07T20:09:00+00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,C2
tw1887955793443762395,tw1882121650247983104,tw1887951455971131768,tw45320616,retweet,@CBS8 His money is getting cut off…the entire Democrat shell game is coming to an abrupt end. Thank goodness elections have consequences.,en,2025-02-07T20:05:12+00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,C2
tw1887937795051897120,tw1640659544,tw1887545581771628640,tw1519115914804744198,retweet,@elonmusk Getting $84 MILLION to Chelsea Clinton takes a series of shell companies all passing along the funds like a baton so you can't easily trace it back to the source for the embezzlement it actually is. There is no statute of limitations for treason. That's what USAID was committing. https://t.co/rytL7a7P9o,en,2025-02-07T18:53:41+00:00,79.0,0.0,0.0,0.0,0.0,0.0,0.0,C2
tw1887935473869549738,tw1500818223079608321,tw1887420164884344924,tw1512829432783847438,retweet,"@Gerashchenko_en @valgauriat Every shell fired is time bought, every Russian advance stopped is a step closer to victory. The world must ensure Ukraine never runs out of what it needs to fight back.",en,2025-02-07T18:44:27+00:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,C5
tw1887924983935938714,tw757317310210199552,tw1887669828636266910,tw140829312,retweet,@BillAckman Literally the definition of 'money laundering'. Govt sending to NGO is doing what the govt can't do legally. No different than Hunter Biden's shell game.,en,2025-02-07T18:02:46+00:00,12.0,0.0,0.0,0.0,0.0,0.0,0.0,C2
tw1887522425929155066,tw816129593975472128,,,post,"This Would Help the U.S. Compete with e.g.China

Even Decrepit Biden Proposed Something Similar—A Good Idea that’s been around for a Long Time

(https://t.co/jH607oQ20J the U.K. Started BP Oil)

Trump Signs Order to Create U.S. Sovereign-Wealth Fund - WSJ https://t.co/aNyC0eyi9Y",en,2025-02-06T15:23:09+00:00,9.0,1.0,51.0,0.0,0.0,2525.0,51.0,C2
tw1887915071315263648,tw1634921787426238466,tw1887914239039316191,tw99893458,retweet,"@Miz_Ruraltarain @mrsmphuthi Shell shocked we used to fight those who spread lies about immigration abroad for those who thought we don’t travel,RIP my friend 😢💔",en,2025-02-07T17:23:23+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,C3
tw1887912045720519019,tw2975657029,tw1887890936375497200,tw345525945,retweet,"Where did the sellers go? 

Is this all you got ??? 

Mega craps are and will remain bloated for years to come . 

Now is not the time to retreat into ur shell 🐚!!",en,2025-02-07T17:11:22+00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,C5
tw1887911468139507747,tw1294011735427502081,tw1887869976884727877,tw1359542724,retweet,"Shell is proud to be a supporting sponsor of the 9th Sub Saharan Africa International Petroleum Exhibition and Conference at the Eko Convention Centre in Lagos. @SAIPEC_event 

Visit us at the #ShellBooth from Feb 11 - 13, 2025.

#SAIPEC2025
#PoweringProgress https://t.co/qFjvmDDGwU",en,2025-02-07T17:09:04+00:00,4.0,0.0,0.0,0.0,0.0,0.0,0.0,C7
tw1887892013883732460,tw3098578011,tw1887878536796438844,tw1089320181728452609,retweet,"@Janela_X You can't even drive your car through Aberdeen now without penalties, a tourist tax would be the final nail in the coffin.
Its now a shell of what it used to be, they should be encouraging tourism not the other way round.",en,2025-02-07T15:51:46+00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,C6
tw1887880389961683118,tw1846660973811453955,tw1887627199139729435,tw895293807931084801,retweet,"@nicksortor This is the best executive order I have ever seen! The NGO networks are truly acting as criminal syndicate and have been used as Shell companies, DNC PR firms, Astroturfers, all with the aim to socially engineer in the public so that they could increase their wealth and their… https://t.co/nUYOuFrRIa",en,2025-02-07T15:05:34+00:00,7.0,0.0,0.0,0.0,0.0,0.0,0.0,C2
tw1887879955725308262,tw358656191,tw1887618766915141840,tw1576655235996868609,retweet,"@IU_Wakilii If only you know the pedigree and capability of Bayo Ojulari, you will know he is the kind if person we need NNPCL. 
Bayo was a former MD of SNEPCo, which is the arm of Shell Nigeria that handles the deep-water asset.",en,2025-02-07T15:03:51+00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,C7
tw1887860973442039898,tw1676207986686189568,tw1887356654410174857,tw102293713,retweet,"Kejriwal was forced parachute entry in Indian politics, an external project of someone else with a shell life, which ends here. He will be now YoYa pro-max, at max for media entertainment purpose. The moment he crosses line, court-kachheri ED/CBI ke chakkar katega. https://t.co/pgKuRBJSB6",en,2025-02-07T13:48:25+00:00,67.0,0.0,0.0,0.0,0.0,0.0,0.0,C2
tw1887848706017210618,tw1765062319963516928,tw1887835372454862879,tw3222469241,retweet,"#NaijaFarmerFact

The coconut fruit is one that is very beneficial including all its parts.

From Coconut, we can get or make use of:
Coconut water
Coconut meat
Coconut milk 
Coconut oil 
Coconut husk 
Coconut shell
Coconut leaves https://t.co/2I1WN1PdVV",en,2025-02-07T12:59:40+00:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,C7
tw1887835571919213021,tw1585591524548644864,tw1883661074966163640,tw1414267007789326343,retweet,"6/ BP (British Petroleum): Although not originally an American company, BP had significant operations in Colombia during this period, often in partnership or competition with U.S. firms in the oil sector.",en,2025-02-07T12:07:29+00:00,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C2
tw1887729472155103650,tw139186916,tw1887663061923709002,tw326560315,quote,"It's been heartening to see all the people who were so furious about (private citizen) Hunter Biden's lavish Chinese business payouts speak out to condemn (FBI director nominee) Kash Patel's lavish Chinese business payouts.

Makes one have faith in the system. https://t.co/d6HHnY5IUc",en,2025-02-07T05:05:53+00:00,23.0,4.0,94.0,0.0,9.0,8186.0,94.0,C1
tw1887828508434411857,tw37965132,tw1887826574424133696,tw2379194419,retweet,"Then as it developed, I saw that it did deserve its other name, the Shell flower, and from being disappointed, I came round to an affection for Molucella Laevis [Bells of Ireland]. One must be patient for it takes some leisurely summer weeks before it shows what it intends to do. https://t.co/jzaXWsRBHR",en,2025-02-07T11:39:25+00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,C3
tw1887819803533910300,tw1229703470812467201,,,post,"See how much larger Saudi Aramco's market cap is compared to rivals like Chevron, ExxonMobil, and Shell. https://t.co/PxeejJNJj2 via @visualcap",en,2025-02-07T11:04:49+00:00,0.0,0.0,0.0,0.0,0.0,87.0,0.0,C3
tw1887818285753770281,tw1730584732553904128,tw1887305081411826051,tw1853638437187825665,retweet,"@charliekirk11 NGOs need to be eliminated. If it is illegal for the government to do, it should be illegal for the government to fund. The network of shell companies and tunneled funding is a direct attempt to further muddy the water and hide their deceit.

NGOs gotta go.",en,2025-02-07T10:58:47+00:00,133.0,0.0,0.0,0.0,0.0,0.0,0.0,C6
tw1887813457870749922,tw1656319405285056513,tw1887809325655007345,tw734691069519073282,retweet,"bp Europa SE has announced its intention to market its Ruhr Oel GmbH – bp Gelsenkirchen operation in Germany for potential sale.

Read more downstream news today: https://t.co/FaHqG5VbRK",en,2025-02-07T10:39:36+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,C25
tw1885948412589121715,tw1741682076947034112,,,post,I have just seen a video of a guy scientifically proving how V Power is a pure scam. Shell has one of the worst petrol in Kenya. Astrol offers the best quality despite being cheap. I give it to Astrol👍 https://t.co/V41a7I7JTR,en,2025-02-02T07:08:35+00:00,63.0,17.0,465.0,1.0,13.0,46368.0,465.0,C3
tw1887095292966662222,tw9318,,,post,"🚨 THREAD: Andrew Tate’s The Real World (TRW) is a Financial Scam Disguised as “Education”

TRW isn't just unethical—it’s legally dubious.

We have clear evidence that TRW:

⚠️Operates via Delaware shell companies to evade scrutiny
⚠️Uses misleading marketing & predatory subscription traps
⚠️Encourages risky financial behaviour while denying refunds
⚠️Blocks class-action lawsuits—typical of scam businesses
⚠️Promotes market manipulation & potential crypto fraud
⚠️Targets minors with unrealistic wealth promises
⚠️Tate is personally running pump-and-dump schemes on his own coins ($DADDY, $RNT)

Let’s break it all down. 🧵👇",en,2025-02-05T11:05:53+00:00,64.0,23.0,351.0,7.0,70.0,27670.0,351.0,C5
tw1887782709378032117,tw1845133071479341067,tw1887765236859756589,tw1184657823298289664,retweet,"@MiddleEastMnt COURTESY OF @RebeccaYChan 
The Anglo-Iranian Oil Company became BP. 

The Anglo-Americans think they own Iran and has been at war with it ever since they lost their oil concessions. 

https://t.co/obiRZRw7eC…",en,2025-02-07T08:37:25+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,C3
tw1887777227456324004,tw1816012238836338688,tw1887764210551304293,tw1184657823298289664,retweet,"@MiddleEastMnt IRAQ SEEMS TO FORGET BP'S CHECKERED HISTORY IN IRAN.
For half a century, profit from  BP flowed into European hands. Not only did the British  own a majority share but revenue that Iran did receive was used to re-pay debts owed to European creditors, which  shahs had incurred.",en,2025-02-07T08:15:38+00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,C3
tw1887763928639254746,tw39975040,,,post,🇳🇬    lawmakers asked the FG to halt applications for divestment by Shell and Total Energies until they meet their environmental and social obligations to the Niger Delta region,en,2025-02-07T07:22:48+00:00,0.0,0.0,9.0,0.0,1.0,1099.0,9.0,C7
tw1887736658801336635,tw1496209819065327624,tw1887682504653709663,tw1202966864676044801,retweet,"Surprised to not see much news covering this

Haas - The West’s largest CNC Machine Tool provider was found &amp; charged for using shell companies to sell machines, parts &amp; services to China &amp; Russia https://t.co/eT2uMXastm",en,2025-02-07T05:34:26+00:00,192.0,0.0,0.0,0.0,0.0,1.0,0.0,C5
tw1887736583413174589,tw842065442323628032,tw1887722339976048763,tw1416016212664987652,retweet,@elonmusk Hire BigBalls again but through a web of shell companies so they can't trace it without using Big balls' expertise.,en,2025-02-07T05:34:08+00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,C6
tw1887724090322297193,tw1240020350584287232,tw1887672529705123919,tw2617054130,retweet,"@noplaceforsheep Last sentence is Israel trying to set a legal precedent in Australia

If they try to create greater Israel by moving from Palestine to Lebanon &amp; beyond, if they can say Lebanese isnt a race, then Australian law cant be used against them

Shell game, sacrificing ABC in the process",en,2025-02-07T04:44:30+00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,C12
tw1887714066732397027,tw1218279745974042626,tw1887025905286918357,tw2362639225,retweet,"Shell say they have paid
Ogoni say they have not received and don’t know who it was paid to
Biko who received the 300million dollars for the cleanup and when will they cleanup? Flying some people to Abuja cannot replace healthy communities.",en,2025-02-07T04:04:40+00:00,179.0,0.0,0.0,0.0,0.0,0.0,0.0,C7
tw1887617969749893508,tw1580693021229719558,,,post,I’m sure this is true. His supporters really can be this stupid. https://t.co/bL6PiLMvaS,en,2025-02-06T21:42:48+00:00,10353.0,3912.0,102236.0,804.0,5291.0,2987616.0,102236.0,C1
tw1887558114129444970,tw1394637195533856770,,,post,"Can you freeze eggs?

Asking for America.",en,2025-02-06T17:44:58+00:00,46.0,166.0,650.0,5.0,25.0,62726.0,650.0,C10
tw1887698829950021846,tw796784197507518464,tw1887321476271120536,tw56561449,quote,I have been posting for days the money USAID paid for ridiculous reasons were never for those ridiculous reasons.  They were paid to shells and offshore accounts owned by Who?  We know Biden set up 20 shell companies to launder incoming money - who else in Dem party did same? https://t.co/4OagjSkolg,en,2025-02-07T03:04:07+00:00,0.0,0.0,0.0,0.0,0.0,25.0,0.0,C2
tw1887695489514037761,tw1678021158753431555,tw1860193568129781965,tw1464160197828657153,retweet,"Underground caves lined with millions of shells, and no one knows who built them. The Shell Grotto in Margate, Kent, England, stands as one of history’s most baffling mysteries. Discovered in 1835, this hidden passageway is adorned with over 4.6 million meticulously arranged… https://t.co/MB3lDl5ztT https://t.co/qVlHWJtjG2",en,2025-02-07T02:50:51+00:00,280.0,0.0,0.0,0.0,0.0,0.0,0.0,C3
tw1887623402631942272,tw1585809424135995392,,,post,"JUST NOW: President Trump signed an Executive Order requiring an audit of EVERY non government organization (NGO) receiving federal funds.

This is a HUGE blow to the deep-state and USAID corruption!",en,2025-02-06T22:04:24+00:00,385.0,83.0,1523.0,46.0,35.0,18460.0,1523.0,C2
tw1887662429884035490,tw1639431704485167106,tw1887650085397254188,tw1815739100957118465,retweet,"Russia has been drawing on a network of old tankers it sources from private sellers around the world. Western shipowners have earned at least $6.3 billion selling hundreds of aging tankers to shell companies, where they make their way into the shadow fleet https://t.co/Lz2gf429WF",en,2025-02-07T00:39:29+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,C5
tw1887653583635542075,tw68723105,tw1887641897562480950,tw60122851,retweet,"A few days after @Piedenota revealed how gate 28 of the border at El Paso was allegedly being opened by corrupted CBP officers to let smugglers in, BP El Paso sector just announced a new BP chief. https://t.co/Wi9fk4PoZZ",en,2025-02-07T00:04:19+00:00,50.0,0.0,0.0,0.0,0.0,0.0,0.0,C3
tw1892324861478887433,tw1677027617021591554,tw1892246138448732409,tw1618804900489568258,retweet,"@berlin_bridge The problem with Europe is that they take the opportunity to virtue signal instead of taking action.

Europe isn’t better. It isn’t. Who is buying Russian LNG at record amounts? EU. 

Who is avoiding sanctions through Kyrgyzstan? EU.

Who is still unable to unify on UA? EU",en,2025-02-19T21:26:19+00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,C5
tw1892320084548346289,tw358959486,tw1892310191330263133,tw1376966025988747265,retweet,"2/ Today, the EU risks making the same mistake. After years of depending on Russian gas, it is now discussing allowing Turkey into its new Defense Investment Fund—letting an open adversary into its military programs.",en,2025-02-19T21:07:20+00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,C6
tw1892317371274060225,tw232598847,tw1892085535591580038,tw93880122,retweet,Why did EU countries buy record amounts of Russian LNG gas last year? The  USA was trying to cut Russian revenues by sanctions to hit their ability to pay to prolong  the war.,en,2025-02-19T20:56:33+00:00,80.0,0.0,0.0,0.0,0.0,0.0,0.0,C6
tw1892311912756457655,tw1495407508298637323,tw1892157099028738498,tw253874736,retweet,"@PhillipsPOBrien Phillips, you can blame Trump, but the fact is Biden had three years where he wouldn’t pick a direction on Ukraine. And Europe had three years to arm up and wean themselves from Russian energy. Countries that could have made a difference elected not to https://t.co/sb1FonGMu0.",en,2025-02-19T20:34:52+00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,C5
tw1892288853697818767,tw1037848256,tw1892163148452376696,tw1687092937719459840,retweet,"@kajakallas we need Russia, we need russian markets, russian peoole and russian energy. What we absolutely don't need are russophobe imbeciles like yourself, who drive our economies off the cliff for someone elses proxywar.. FUCK YOU!",en,2025-02-19T19:03:14+00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,C3
tw1892269868432433650,tw1882338057732661249,tw1892269212896309595,tw114182585,retweet,"web pages
@grok

As of early 2025, Europe has significantly reduced its dependency on Russian gas, but it has not entirely ceased purchasing it. Here's a nuanced view based on available information:

Pipeline Gas: The transit of Russian gas through Ukraine to Europe ended on… https://t.co/HybzeJkOHv",en,2025-02-19T17:47:47+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,C6
tw1892262038530843091,tw1820197646721572864,tw1881982947085156574,tw1432766978389905413,retweet,"Russia agreed to build a gas pipeline to Iran
- After the US destroyed Nord Stream, cheap Russian gas will fuel Iranian industries rather than European
- The West's determination to build a Europe without Russia, predictably resulted in Russia looking East
https://t.co/9IWwDKbRv4 https://t.co/lrb1SsKzTr",en,2025-02-19T17:16:41+00:00,30.0,0.0,0.0,0.0,0.0,0.0,0.0,C3
tw1892252154141782497,tw1295305414754611200,tw1892234115916738890,tw437525465,retweet,"Adapt or Die: Europe’s Energy on the Edge | ""Europe has severed almost all its dependence on Russian energy. But it faces a cost crunch."" @mbukows https://t.co/VmhL64T2jG",en,2025-02-19T16:37:24+00:00,4.0,0.0,0.0,0.0,0.0,0.0,0.0,C5
