user_id,polarity,vec_BIG_OIL,vec_CHINA,vec_EU_UKRAINE,vec_ISRAEL,vec_LNG,vec_RENEWABLES,vec_RUSSIA,vec_SANCTIONS_TARIFFS,vec_US_POLICY
tw4891910357,0.17876328042101688,0.0,0.0,-0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.3333333333333333
tw2378589452,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw782698016201248770,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw793520378349969409,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw782435711660138498,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw903716874055245824,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1666218124587270146,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1673812218,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1820484455380709376,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw50522732,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw710915888,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw67672720,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1463632680197574656,-0.9999999989799363,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw858242405887299585,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw296439910,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw733422805128110081,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw170251644,0.04880376629871724,0.0,0.0,-0.5,0.0,0.0,0.0,-0.5,0.0,0.0
tw3901316861,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw90227819,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1864316328913297408,-0.9999999989888627,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
tw1707854557307457536,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw889112364,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1503142697221214219,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw253182943,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw944246642345172992,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1520175944539033601,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw4868622040,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1687841147475869696,-0.9999999989799363,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1228240579605123072,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1469387098197274624,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1518956348204982272,-0.9999999989799363,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw500880557,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw85850882,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1887472143417679874,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1587098637917618176,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw787055228,0.529448137673235,0.0,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw1857202822103601152,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1594170367928508416,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1464296469217873931,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1313223325599100943,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1467908410364637188,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1627607650681724929,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw734878299906822145,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw177825958,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw2711032092,-0.9999999989799363,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1019531281300971522,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1194347545578950657,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1858976799805366272,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw2470109688,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1059466800499486720,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1515310578671230979,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw67141537,-0.04776072610373096,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tw1844366904040865797,-0.9999999989799363,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw18537901,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw956974180653662209,0.9999999994487556,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0
tw275151543,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1542290891079024640,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw2422176895,-0.9999999989799363,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1757353227790508032,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1153960405498306565,0.529448137673235,0.0,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw80714550,0.43672598455967576,0.0,0.0,-0.5,0.0,0.5,-0.25,-0.5,-0.25,0.5
tw2984084728,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw3300561600,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1129554651895009280,-0.9999999995683839,0.0,0.5,-0.5,0.0,-0.5,0.0,0.0,-0.5,-0.5
tw2915015697,0.6633303890709186,0.0,-0.2,-0.2,0.0,0.0,-0.8,0.0,0.0,0.0
tw600045683,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1792766934603235329,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1517172595011031041,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw944397846320697344,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1806088995312422912,0.9999999989143785,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,0.0
tw160890248,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1547310260,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw873768398,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw859789856725192704,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1281381462,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw4603869519,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1113299807173435392,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw120238400,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw15137956,0.529448137673235,0.0,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw634545146,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw838707284,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1386005776242728964,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw872842614432727041,-0.04776072610373096,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tw813397545946857473,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw253533891,0.9999999993146533,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,0.5
tw2844424197,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1753560957979086848,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw22143439,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw759695435913043968,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1569298523933351938,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1683341893382422528,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1154071046,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw19620470,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw928343320799186944,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw920376788819300352,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw2637545783,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw352349265,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1024229482666840069,-0.04776072610373096,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tw324601894,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1494090287009964035,-0.04776072610373096,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tw25062440,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw3049064677,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1307813377348116486,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1656492808893497346,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw473855122,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1270040346,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw999431605,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1661893484503089156,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw2635277297,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw834095051454238722,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw336145241,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1352010339479597056,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw144140649,0.529448137673235,0.0,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw1829671927256137731,-0.04880376632562003,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
tw1585968968958971904,0.6287072986022972,0.5,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw1106474293,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1446834794847948800,-0.4667279375041239,0.0,0.0,-1.0,0.0,0.0,0.0,-0.5,-0.5,0.0
tw117992242,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1821868560375005184,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw107788478,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw3271255423,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1695396520999223296,0.529448137673235,0.0,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw1595548975158988802,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw412587656,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw588163034,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1759274910814269440,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw2467933843,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1674837211538419712,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1498282477496016906,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1393268129556537347,0.529448137673235,0.0,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw1598224542085877760,0.529448137673235,0.0,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw1024059110080294913,0.6169230038584468,0.0,0.0,-0.3333333333333333,0.0,0.3333333333333333,-0.6666666666666666,0.0,0.0,0.3333333333333333
tw147333010,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1669978674890719232,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw3127534787,0.529448137673235,0.0,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw863824437988253697,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1246474338334900225,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1401031225,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw370850130,0.9999999988409453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw200666525,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw52632395,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw136823132,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw136220204,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1815867216564523008,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1355873801997836289,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw710902141393772544,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1721202838628442112,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1521161837089374210,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1740924904684306432,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1812469697511862272,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw2202426897,-0.9999999976818903,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
tw1534362220800401409,0.23814291157639564,0.0,0.0,-1.0,0.0,0.5,-0.5,0.0,0.0,0.5
tw1518691694195138561,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw2671442401,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1286171027135819777,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw15715289,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1679615622412484613,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw480670306,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw250397378,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1812879636155555840,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1872728827161710592,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1157299515357126657,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw303255979,-0.5414622614274605,-0.5,0.0,-0.5,0.0,-0.5,-0.5,0.0,0.0,0.0
tw1621855241145667588,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw282346345,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1573946883697004544,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1823314844457881600,0.529448137673235,0.0,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw1638852131322056705,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1453813591258304514,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw86989624,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw999600171838312448,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1597066530373611520,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1770117915569774592,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1520802153727762434,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1889745008452050945,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1862617161698586624,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1588144202097037320,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw3836746937,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw2201063453,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw438500346,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw278529814,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1592092311676194817,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw14408790,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1243977081769168904,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1875655616200634374,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw342632879,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw2337035574,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1004420237721243648,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1656333259251363840,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1586128325415780352,0.529448137673235,0.0,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw1860963308800458752,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw2743521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw550985851,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1594342610021322752,0.5436280259974376,0.0,0.0,-0.5,0.0,0.5,0.0,-0.5,0.0,0.5
tw1855565405835624448,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw49673759,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1597411582916628483,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1359660378,-0.5133886334834884,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.5,-0.5
tw929764786446925824,0.529448137673235,0.0,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw884371624358797312,0.529448137673235,0.0,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw1218436877306470400,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1346921209271869444,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1582466365885382656,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw20932164,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw126560481,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1518641196129828866,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw2183233649,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1519769192760856577,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1490299390266908675,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1675433178821951488,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1729951562,0.529448137673235,0.0,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw29774065,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1656124989467160576,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw421859861,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1134779319731929090,-0.6856226719076326,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.3333333333333333
tw1130119316417011714,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw162125607,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw21007996,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1128660747251277824,-0.0009967545936297717,-0.5,0.0,0.5,0.0,0.0,0.5,-0.5,0.0,0.0
tw1350163921211158529,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1470044537464791042,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1362059875220672513,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw2734475023,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1712367241881153536,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1479536753874808832,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw922594227288096768,0.529448137673235,0.0,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw1581631379472875520,0.737970163320352,0.0,0.0,-0.3333333333333333,0.0,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0.0,0.6666666666666666
tw568967091,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw3399176354,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw393657965,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw736659586657226753,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1736357920378396672,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw131960388,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw188253681,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1592613206274498560,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1812474399255076864,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1518731250353295360,0.6287072986022972,0.5,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.5
tw218943556,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw840862346,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1837493051553349632,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw25580246,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1775585029273391105,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw518887553,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1476679457112870912,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1694918182098874368,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw829421405573939208,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1650885972509196289,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw730477765,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw971808242706911234,-0.9999999988409453,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
